Nama Aplikasi,Nama Pengguna,Komentar,Rating,Tanggal Ulasan
WeTV,Azam & Kakang,untuk para wibu bisa nonton disini,5,8/2/2023 9:18
WeTV,Melda Ok,Payah masa waktu ingin nonton film tidak bisa diputar/di nonton padahal jaringannya bagus.tidak kaya dulu bagus sekarang weTV jadi jelek sih tolong diperbaiki lagi dong ka,2,8/2/2023 7:30
WeTV,Miku Nakano,Apk babi translate nya setengah-setengah percuma gua VIP tapi translate nya gajelas babi lah,1,8/2/2023 6:52
WeTV,Aldi Winaryo,Apasih bug leg nggk jelas kadang ilang video nya suara doang kecewa sudah klir chencnya resent tetap aja ke itu,1,8/1/2023 15:42
WeTV,Kaisar Mahameru,Min kenapa saya gak bisa download wetv padahal saya pingin banget nonton soul land,1,8/1/2023 14:49
WeTV,Vonny Ailen,Saya sudah bayar VIP lewat google play tapi kok gak bisa ya padahal pembayaran sukses,1,8/1/2023 7:31
WeTV,Amanda Alwi,Dah daftar di VIP tp ga kedaftar . Ga bs dibuka. Sy ubah bintang sya jika VIP saya sdh dibuka.,1,8/1/2023 5:54
WeTV,Agustin Ella,Download karena nonton lost you forever aaaa Xiang liu,5,8/1/2023 0:12
WeTV,chebee leon,"Bintang 5 biar di baca, biar ketauan bohong nya , tranfer berhasil tapi dana udah 5 hari ga masuk2 ke ovo",5,7/31/2023 19:57
WeTV,Eyik Andono,Kebanyakan iklan jadi males cuma nonton iklan,1,7/31/2023 14:47
WeTV,NaYya Flowers,"Apa apa.an ini, kenapa saldo dana saya tiba tiba terpotong, padahal saya sudah tidak berlangganan, transaksi ini dilakukan secara otomatis,tanpa pengetahuan pengguna, kecewa banget sih.",1,7/31/2023 14:16
WeTV,nurjanah,kalo ga bayar iklan mulu kalo ga bayar gaada iklan tapi nge lagg,3,7/31/2023 7:42
WeTV,Febriansyah Belitung,"Bagaimana cara saya berhenti berlangganan karna jarang sekali saya tonton., dan sdh saya coba berhenti tapi gakk bisa",3,7/31/2023 5:39
WeTV,Max Riders,"notifikasi nya ganggu mulu,apk nya ga bisa dihapus di stb my Republik,nyesel install nya",2,7/31/2023 2:47
WeTV,Alesha Ayunindya,"gmna cara berhenti berlangganan nya,, susah banget,, udah diklik matikan perpanjang otomatis tetep aja berlangganan,, ribet amat !!",1,7/30/2023 23:21
WeTV,Laela Ma'rifatun Chasanah,"Gmna sih ngeleg terus filmnya , lama2 kesel sendiri nontonya ngeleg mulu . Dikit² berenti padhal jaringan bagus",1,7/30/2023 15:17
WeTV,Widyya Astuty,Sangat menghibur untuk diwaktu santai sambil menonton drama yg ada di aplikasi ini. Semua fitur yang ada di aplikasi ini sangat membantu dan menghibur,5,7/30/2023 13:15
WeTV,Dimas Karya Mandiri,Untuk apk nya bagus,4,7/30/2023 12:39
WeTV,Maulida Hasanah,"Saya baru mau mencoba memakai aplikasi Wetv untuk menonton Dracin ""Lost you Forever"" Tapi saya ingin menggunakan VIP dan saya memilih metode pembayaran Indosat, akan tetapi Selalu di tolak...selalu muncul ""Metode pembayaran ini di tolak"". Saya sudah mencoba berulang ulang....tetap tidak bisa. Saya juga sudah mengecek pulsa saya, dan pulsanya cukup.",3,7/30/2023 8:30
WeTV,Sriwahyuni Purba,"Batalkan langganan VIP kok gak bisa ya? Apk dah dihapus, DANA tetap terpotong",1,7/30/2023 6:10
WeTV,Andri Maniz,habis langganan jaringan malah ga karuan atau gara gara pembaruan hm,3,7/30/2023 5:18
WeTV,Aples Sitok,Aplikasi ini sangat memudahkan untuk menonton film ini sangat membantu sekali,5,7/30/2023 3:57
WeTV,Ahmad Ahmad,Aplikasi ini sangat rekomendasi bagi yang ingin menonton serial drama atau film pokoknya mantul.,5,7/30/2023 3:50
WeTV,Dhea Saragih,Radak ngelek aplikasi nya tapi tetep bagus,4,7/30/2023 2:08
WeTV,Feri,Mau berhenti tidak bisa sehingga saldo gopayterus. Berkurang pdhal SDH menghapus aplikasi,1,7/29/2023 14:40
WeTV,Putri Kembar,Udah oke sih cuma masalah vip nya gak jelas episode nya katanya 2 eps klo vip Tapi nyatanya sama ajh sama yang gak vip Tolong di kondisikan yah Trima kasih,5,7/29/2023 14:19
WeTV,modern combat5,"iklannya terlalu memaksa,bikin emosi aja..gk bisa ya di bikin kaya youtube gitu...",1,7/29/2023 12:58
WeTV,Vira 01,"Ini gimana si, sya udah beli VIP pake shopepay saldo udah terpotong notifikasi email ada,tapi kenapa tidak bisa menggunakan VIP?",1,7/29/2023 12:51
WeTV,Salma Vivo,"Mantap wetv, buffnya keseringan padahal wifi lancar. Terus klo di tv, subtittlenya telat muncul, kolom komentar tdk bisa di tutup. Padahal sudah vip. Benae benar kuqlitas yg bagus, setelah habis masa vip ini, saya mending pilih apliksai lain aja! Bufferingnya bikin emosi!",1,7/29/2023 12:38
WeTV,Zig Zag,"Kirain daftar unduhannya masih tersimpan,, ternyata gak hilang semua, setelah kita keluar aplikasi dan masuk lag login daftar unduhan kita yg sudah di unduh hilang semua.",1,7/29/2023 12:33
WeTV,Irfan Denpay,Nonton film lebih asik di apk ini,5,7/29/2023 12:20
WeTV,Bey nat,Saldo saya tiba-tiba terpotong sebesar 43290 padahal saya tidak pernah melakukan pembelian apapun,1,7/29/2023 11:23
WeTV,haikal rivaldo haikal rivaldo,aku udah beli vip yg 1 bulan baru aku pakai 2hari trus ngak bisa lagi di buka vidio nya yg keluar tulisan nta pay limit gimana solusi nya admin,2,7/29/2023 10:48
WeTV,Sry Wahyuni,Way akusuka karna bagi,3,7/29/2023 7:48
WeTV,Ida Yon12,Belum pernah nonton film di we tv,5,7/29/2023 7:39
WeTV,Murni Uswatun,Film nya bagus-bagus bgett,4,7/29/2023 0:29
WeTV,Nun Nun,Iklan ny gilaa bgt dmn mn iklan cm satu per episode lah inih iklan sampe 4 iklan per episode gilaa Luh😂,1,7/28/2023 20:14
WeTV,Rendy Novian,"Sudah bayar menjadi anggota VIV mahal pula, namun tidak menjadi anggo VIP, Merasa tertipu .. saya meminta uang saya dikembalikan, saya sangat menyesal.",1,7/28/2023 16:45
WeTV,Angga Wahyu,Vip tapi subtitle indo telat terus,1,7/28/2023 14:45
WeTV,Hilmia Madani,"Aku suka nonton di sini, ga ribet",5,7/28/2023 14:12
WeTV,putra mhazee,Apk apaan tolong itu benerin masak udah susah payah kumpulin koin teruss tarik di transaksi udah berhasil tapi di rekening nggak masuk,1,7/28/2023 9:31
WeTV,Dini Claudia,drama China nya masih kurang lengkap 😭,4,7/28/2023 6:54
WeTV,Kang Ampas,"Kebanyakan iklan anjeng 1 eps 2x iklan, mana iklan nya gabisa di skip, 1 menit lebih pula iklan nya",1,7/28/2023 2:04
WeTV,Eza Hartono,"Apk penipu. Padahal Uda capek nnton video, smpai mendapatkan uang 30000 ribu, di tarik Ke akun dana, transfer berasil, tpi uang gk masuk. Dasar apk penipu😡😡😡",1,7/28/2023 1:37
WeTV,Rahmah Nugrahani,VIP rasa free,1,7/28/2023 0:09
WeTV,Afril diantsya,"Kok tiba"" saldo ku habis ngeuodate sendiri vip nya jadi males kan mana nggak konfirmasi dibatalin nggak bisa aplikasi gajelas",1,7/27/2023 22:55
WeTV,Faisal 133,Apakah bnr jika mengonfirmasi hadiah bisa jadi hadiah bnran🙏,2,7/27/2023 15:51
WeTV,akunkeempatmlbb,"Aplikasi sialan, mau dibayar tapi gak bisa...kenapa tuh? Gue unin",1,7/27/2023 14:17
WeTV,Setiani Setiani,Iklannya lama banget,5,7/27/2023 13:29
WeTV,Rembun Arrasyid,"Tidak spesial buat VIPnya.. Upload videonya sama saja. Nonton lebih awal, tapi translatenya lambat juga.. lambat pula uploade videonya.. adminya payah ni..",1,7/27/2023 12:59
WeTV,Lingga Maulidya,"Bagus , selalu suka cerita d we Tv tidak ada kendala apapun , mantap",5,7/27/2023 12:17
WeTV,Arnoldus Lugu,"Aplikasi ini sangat berbahaya di potong saldo setia bulan 43,293 secar otomatis in aplikasi ny menipu",1,7/27/2023 6:21
WeTV,Mita Mirawati,Dari awal dwonload wetv smpe skrg g prnah bisa msuk vip,2,7/27/2023 5:01
WeTV,Rifki Maulana,Aplikasi bagus banget,5,7/27/2023 3:30
WeTV,DUNIA FILM,Sudah vip tapi tidak muncul sub indo nya jadi sia sia beli vip.... Bintang 2 dulu,2,7/27/2023 2:31
WeTV,Kevin Fathian,"dulu bisa nonton gratis walau harus nunggu seminggu,sekarang ga bisa",1,7/26/2023 17:26
WeTV,Npc Tin,"Lemot bgt, buffering mulu pdahal jaringan wifi oke, nyesel berlangganan",2,7/26/2023 15:35
WeTV,billy,"Padahal SDH nonton tamat, mau nonton LG eee VIP lg, padahal seneng,,cari apa min...",1,7/26/2023 11:38
WeTV,Erwin Woda,Aplikasinya serius banget kita bisa nntn filem kesukaan kita ngga ribet lagi terbaik da aplikasinya,5,7/26/2023 10:12
WeTV,Defrizal Belinyu,"Sumpah bikin kesel beud, apk ny g BS d buka pas bisa malah layar full item pdhal pkek WiFi loh, udh d tunggu masih aj muter² doang, pas mau search malah muter² jg Aishhh sumpah lah kesel bner, apkny udh di update udah liat ini itu masih muter² doang dih apalah",1,7/26/2023 8:24
WeTV,Fitriati Nikmatus,Vido banyak yg gratis kah yg bisa di tonton,5,7/26/2023 6:57
WeTV,Della Cristanti,KENAPA YA KALO NONTON SERIES DISINI SERING BGT NGELAG. PADAHAL DI APK LAIN LANCAR LANCAR AJA TU😌,3,7/26/2023 6:47
WeTV,Kunidwi hidayati,Makin banyak VIP'nya,2,7/26/2023 6:23
WeTV,Idil Januar,"Tiap buka wetv harus login ulang... Udah lanhganan vip 1 bulan, tiap mau nonton episode baru masih disuruh bayar 5k 🤣🤣🤣",2,7/26/2023 1:05
WeTV,Korompot Amin,Sekarang bisa nonton dracin kesukaan kpan aja...suka banget sama wetv,5,7/25/2023 9:12
WeTV,Kontol Asep,"Udah bagus apknya tapi di HP ram4 masih agak ngelag patah patah pas gw msuk jadi ga nyaman nontonya itu, mungkin di HP ram 3 atau 2 udh ngelag parah mau nonton susah ga nyaman gatau emang kurang support atau apa padahal cuman mau nonton aja",4,7/25/2023 8:29
WeTV,Kak Zahra,Sangat bagus banget drakor nya,4,7/25/2023 7:53
WeTV,Meisa salsabilahputri,"Saya kan tidak sengaja terbayar weTV secara otomatis,terus saya minyak pengembalian dana,dan sudah di terima pengembalian dana nya,tpi mengapa WeTV saya masih VIP,nanti saya takut berhutang di WeTV",5,7/25/2023 5:05
WeTV,Heru Achmadi,"Tontonan sudah download masih berbayar, aplikasi g guna. Mending youtube aja",1,7/25/2023 3:52
WeTV,Kevin ahmad Fathian,"Sekarang ga bisa gratis ya,biasa nya seminggu udh bisa gratis",2,7/24/2023 16:46
WeTV,Queen Nahla,Aku kurang suka soalnya pas aku lagi nonton jadi VIP jadi kasih bintang 1 aja,1,7/24/2023 16:08
WeTV,Alfaa Mas,Yang di cari apa yang muncul apa. Hadeeh,1,7/24/2023 13:52
WeTV,Mikael Avelio,Admin WeTV tukang satir,5,7/24/2023 12:56
WeTV,Susi Santi,Bagus banget drakornya,5,7/24/2023 10:58
WeTV,Rial 012,Ke banyakan iklan mau lompat kee eps berikut nya ikaln lagi trs iklan nya ampe3 lagi,2,7/24/2023 8:28
WeTV,PleNdo UPleveL,parah sih beberapa undetnya kurang ini aplikasi masa di piblik udah 22 episode di apknya masih 16 episode,1,7/24/2023 3:50
WeTV,Zulkarnain Sillia,Saya beri binta dua soalnya saya tonton di wetv data boros 😥😥😥😥,2,7/23/2023 21:18
WeTV,Maulidaits 23,Ingin sekali aku memaki maki nama hewann.... Ndikek iku Yo tiap aku galau pingin ndelok film lancar jaya... Iko tak uninstall apk e karna aku Katene ujian... Lha Saiki instal maneh kyok anjing... Isane melbune kesuen sekali melbu Moro metu Dewe.... Wes embohh gaiso melampiaskan galau,1,7/23/2023 14:56
WeTV,Syahrul Gunawan,"Aplikasi penipuan,Jagan ada yang download cuman nonton iklan",1,7/23/2023 13:47
WeTV,Nasihin Bb,Udah berlangganan masih aj banyak iklan. Dan jadwal animenya gak di pisah perharinya jadi bingung anime yang baru apa,1,7/23/2023 12:36
WeTV,Maryam madina Salsabila25,"Jelek banget sekarang aplikasinya ,suka berhenti dan keluar dengan sendirinya ...dulu gx ginilah bagus",1,7/23/2023 11:10
WeTV,Haposan Tambunan,Aku udah biasa langganan....tapi ini udah langganan udah byar koq belum vip ya...masih error aja,2,7/23/2023 9:30
WeTV,Rudy_ND,padahal aplikasi bagus tapi Apk sering FC keluar sendiri tolong diperbaiki,3,7/23/2023 8:34
WeTV,Wira Wira,Saya sangat senang,5,7/23/2023 8:13
WeTV,J,"sring bug, trrlu bnyk iklan, nnton 1 episode iklnnya smpe 50",1,7/23/2023 2:59
WeTV,Salma Nabila,belum coba sih,5,7/23/2023 2:44
WeTV,Winda Marlysa,Gimana caranya klo masuk vip tp ga bisa bayar pakai dana.klo pakai yg lain bisa..,1,7/22/2023 23:32
WeTV,Lydia Ok,Nonton kuras kuota Disuruh lagi bayar ViP. Kl gk vIp vidio nya d stop. Bintang menjadi saksi. Auto uninstall. Tks,1,7/22/2023 22:17
WeTV,Raju mbalmbul,Sudah beli voucer vip pas mau di tebus malah ngga ada tulisan TEBUS VIP nya...sudah di coba di 2 hp tetep ngga ada....jadi sia sia beli vouchernya,3,7/22/2023 20:04
WeTV,shanty_amelia amelia oh amelia,saya pikir apk gini gratis nga taunya udah di download dan di buka tetap ada biaya VIP nya tertutup sebagian dan kurang lengkap kalau begini sama aja denga apk lain kayak youku dll. kenapa harus bayar lagi kan udah afa iklan di tiap filmnya jadi malas udah download kecewa yah di hapus aja lg tolong tidak usah pake vip lagi kita udah nonton pake kuota' ada iklan di filmnya masa harus bayar lagi buat vip mendingan pake youtube aja kalau lama- lama nga laku apk kayak gini,3,7/22/2023 19:38
WeTV,Tengku Taufik,Kenapa saya gak bisa nonton Vidio dari apk ini padahal sudah mengikuti apa yg di anjurkan oleh apk nya Saya mau nonton Vidio yg berjudul your smile masa gak bisa Bagi pihak apk nya tolong di apain kek biar bisa Ngabisin data ajaa di download gak bisa di gunakan,2,7/22/2023 18:41
WeTV,Dewi Arum,"Aplikasinya bagus kok 👍👍 cuma kenapa kalau lagi enak2nya nonton gitu kek tiba2 ada kayak kesalahan pemutaran,padahal jaringan nya bagus loh... Tapi untuk lainnya udah bagus semua kok 😁😁",5,7/22/2023 14:08
WeTV,Ahmad Efendy,"Bagus,cuma tolong kasih perbesar atau zoom layar saat menonton film",3,7/22/2023 11:24
WeTV,Rohit Humaydy,Aplikasinya sangat lengkap saya pecinta anime,5,7/21/2023 15:33
WeTV,dwiokta prasetyo (dwiokta),mantab dan bagus banget,5,7/21/2023 14:36
WeTV,Nindia Aulia,Padahal baru langanan tapi gabisa bergabung sedih bgt mana udh berhasil pembayaran🥺,1,7/21/2023 13:33
WeTV,Illo Bahi,"kenapa harus pake vip kesian orang yang gak ada uang untuk nonton filem kalian, gimana nanti apk nya mau rame. kalo berbayar nonton harus pake vip",1,7/21/2023 11:54
WeTV,Rendhy Prasetyo,3 bintang aja dlu...lagi nonton malah patah2... Tolong di perbaiki utk kualitas nya . Sia2 jdi anggota VIP tapi malah patah2,3,7/21/2023 11:14
WeTV,Novia Tiur,Tolong bantuannya. We tv nya jika dibuka cuma layar hitam aja. Diuninstall ulang juga gak bisa. Saya juga anggota vip. Mohon balasan dan solusinya.,1,7/21/2023 6:37
WeTV,Ini saya Vernandes,"Aish... Gaasik komen disini supaya bisa diberi solusi eh malah suruh masuk apk nya, udah ngirim problemnya lewat apk masih disuruh muter lagi ke fb/ig, kan udah lewat email🤦‍♂️",2,7/21/2023 5:14
WeTV,Ananda Qirana,"cara ngebatalin vip wetv gimana?, di play store udah ga ada langganan wetv nya tapi di dlam apk wetv nya masih berlangganan",4,7/21/2023 4:15
WeTV,aziz muhammad,"salam, saya mau bergabung dengan member vip, tapi ketika saya mau melakukan pembayaran sudah beberapa kali dicoba selalu gagal. apa yang mesti dilakukan?",1,7/21/2023 4:03
WeTV,Oktaviani Geriasih,"miminnnya fast respon saat ada kendala, smg kedepan tetap begitu",4,7/21/2023 3:58
WeTV,Imam Hidayatulloh,Aplikasi bagus nonton nya juga seru,5,7/21/2023 3:10
WeTV,Enny Nur,Kak gimn cara pasang VIP kalo di Taiwan,4,7/21/2023 0:53
WeTV,Yulita Watuseke,"Saya beli fast track koin sudah tiga kali terpotong, tapi gak bisa di putar malah di suruh beli lagi fast track nya !!!",1,7/20/2023 13:24
WeTV,Susan Ucan,"Gimana sih aplikasinya pdhal sdah langganan VIP sdh beli fastrack jg, tpi tetap aja GK bisa nonton, sdh 2 kali bayar fastract tetap aja GK bisa nonton 😭😭😭",1,7/20/2023 12:56
WeTV,Aulia Sisiliyanti,Bingung bgt mau nonton fast track padahal udh bayar brp kali ampe saldo habis terus coint juga habis ttp gk bisa di tonton error gitu aneh bgt tp di potong trus ampe saldo habis,3,7/20/2023 12:05
WeTV,Tika Zaezah,"Saya dah beli koin tapi malah seriesnya gabisa diputer, suruh bayar ulang lagi. Parah bgt, padahal ngumpulin uang buat belinya.",1,7/20/2023 11:34
WeTV,riski maulana,Kenapa btth cuma sampai s3?.. Pdhal di youtube sudah sampai season5,2,7/20/2023 11:16
WeTV,Ropist Official,Halo we tv. Tolong sistemnya diperbaiki dong. Masa udah beli. Dan join Utah ilang tapi ngak visa Nonton. Dan yang beli 5 ribu untuk yang mau Norton awal juga ngak banget. Yeah Bayar masa disuruh bayar lagi. Padahal ndak mau nonton episode sebelumnya juga. Minding milih bajakan kalau gitu. Yeah ngeluarin duit tiap bulan Dan tiap minggu juga. Tapi hasilnya ngak bisa nonton juga.,1,7/20/2023 11:05
WeTV,Sigit Mujiono,Dana langgana Uda kepotong kok vipny gak bisa dibuka ini gimana ceritany Masak ud bayar gak bisa di tonton vipny haduuhh gimana ini ...!!!!,1,7/20/2023 5:22
WeTV,Henny Nadia Kusuma,"Tolong dong buat wetv masa udah langganan VIP masih ada iklan pas mau buka aplikasi sama pas lagi pause video, platform sebelah netflix atau prime video aja gak gitu, ga betah langganan cuma pas mau liat drama yg gaada di tempat lain aja langganan, setelah selesai nonton nya unsubscribe lagi deh",4,7/20/2023 1:32
WeTV,Latif Hazard,Gak bisa di download,2,7/19/2023 22:13
WeTV,Hendra Liong,Langganan VIP tidak jelas!!! Sudah langganan begitu kadaluarsa tidak diperbaharui. Tapi begitu mau beli VIP lagi tidak bisa.,1,7/19/2023 21:43
WeTV,Rangga 88,aku punya uang🤑,5,7/19/2023 20:33
WeTV,Hiburan Segar,Saldo terpotong film gak bs diputar,1,7/19/2023 17:24
WeTV,Surya Cell,"Kok mahal banget premium nya 1 bulan 40 rb,kalau bisa sediain dong lite / turuni dikit Ruang Data nya.",1,7/19/2023 10:00
WeTV,wagiman oks,"parah ,sudah langanan vip tp film lama update.mesti bayar express lg. awas kena tipu.",1,7/18/2023 23:50
WeTV,Chapplin 22,"2 dulu karna sering keluar enak"" nonton filem eeh tiba"" keluar dengan sendirinya payahhh",2,7/18/2023 23:48
WeTV,Siti Saadah,Semoga memuaskan acarany,5,7/18/2023 8:18
WeTV,zainil rizkho,lebih banyakin series indo yg pakai CGI canggih dong supaya series indo makin maju lagi,1,7/18/2023 5:31
WeTV,Kasman Kasman,Kenapa sekarang wetv sering keluar sering,4,7/17/2023 23:06
WeTV,Gaad tuangin,"Sebenarnya apk ini g ada masalah sama sekali, hanya saja ada beberapa pengguna yang belum memahami cara penggunaan aplikasi dan cara menyelesaikan masalah tsb.",5,7/17/2023 12:44
WeTV,Rabil Mt,Saya sedikit tergangagu denga fitur komentar masalah nya komentarnya muncul di layar saat sedang menonton jadi mohon untuk di hilangkan atau di pindahkan komentar komentar yg muncul ke kolom khusus komentar,2,7/17/2023 12:22
WeTV,Tibertin Frienda Bago,Oke yg terbaik 👍,5,7/17/2023 11:27
WeTV,eliza dody,"selama ini bagus bagus saja,mungkin utk vip harganya dimurahin lagi.",5,7/17/2023 11:15
WeTV,BAMBANG AL RIZQI,"Tolong kalo lagi download kasih notifikasi di atas lah,biar tau berapa MB lagi download nya",2,7/17/2023 9:07
WeTV,yulan giay,"Kasi ⭐️ krn rugi bli VIV, durasi terlalu singkt...lebih baik tiap akir tahun baru bli pkt VIV, biar bisa nonton maraton. 1 episd cuma 7 mnit.. intro awal 2 mnit.. total film cuma 4 mnit... 1 minggu 1 epsde.. Menyesal.🤮🤮 Setela pket hbis, harus hapus apliksi.. bikin full memory hp😡😡",1,7/17/2023 2:26
WeTV,Anita Pradira,"Sayang sekali cara byrnya ribet tidak bisa lewat ATM BCA, BRI BNI",2,7/16/2023 21:31
WeTV,all gaming chanel,"Kenapa ya sering keluar sendiri ,pdahal udh VIP ko trs kluar sendiri gmna sih",1,7/16/2023 19:50
WeTV,Zubaedah Aryah,Bisa pake judul asli..???,5,7/16/2023 16:32
WeTV,Gunawan Andri,Saya download tp gk bisa kebuka min.. Gagal trus..,3,7/16/2023 16:06
WeTV,Ry Chan,Uda di download tapi bukanya harus pakai jaringan....!!! Untuk apa di download kalau begitu...!!!,1,7/16/2023 15:11
WeTV,gladys almira,"Film indo yg baru nya keluarnya sebulan 1 judul doang,,,, bnykin dong, , , sampe bingung mau nntn apalagi, krna udh lama langganan aplikasi ini",5,7/16/2023 15:10
WeTV,Kia Rahmani,"Akhir akhir ini sering susah buat nonton di wetv. Baru play video, abis nonton iklan, eh keluar dri apk sndiri. Awalnya kirain karna storage penuh, tpi wlwpun udh di bersihin jga tetep ga bisa",3,7/16/2023 15:06
WeTV,Rikza 88,Apakah hasil download bisa di simpan pada galery..? Klo simpan gua download lagi,5,7/16/2023 13:30
WeTV,Violinda Dea,Apk nya sering keluar jadi malas,2,7/16/2023 13:29
WeTV,Bunga Papaya,"Jangan insta, apa lagi pake VIP, aku mau batalin VIP mala gak bisa"" Dan di tarik pasak saldoku tiap bulan",1,7/16/2023 12:54
WeTV,Susan Papalia,Tolong di kurangin harganya,5,7/16/2023 12:45
WeTV,Jaenal Abidin,Kacau si mau berlangganan ga bisa beli pake pulsa ..,1,7/16/2023 11:26
WeTV,agos Kurniawan,2 bintang aja dulu aja Sedikit kecewa sihh Katanya daftar VIP 2 EP lebih awal tapi mana ngk kebukti Yg muncul 1 EP AJA,2,7/16/2023 11:06
WeTV,Herman Syah99,Malas harus VIP anjgg,4,7/16/2023 10:25
WeTV,Yuli Yanah,Saya sudah berlangganan bulanan VIP tp kok diaplikasi belum terdaftar juga ya padahal saya sudah membeli senilai 19000,1,7/16/2023 10:25
WeTV,Hua Lan,"Gweh mau login g bisa, lewat fb cuma bisa sampe ke laman fb, g bisa masuk ke wetvnya, pake google malah g muncul, pake email/notelp muter mulu awikawok banget sumpahhhhhhh Padahal internet bagus2 aja, gw buka aps lain jg jalan. Hadehhh Mana kalo lapor jawabannya templat, kagak ada jalan keluarnya apa💁‍♀️💁‍♀️🤌💁‍♀️💁‍♀️",1,7/16/2023 8:59
